Video ID,Segment ID,Start frame,End frame,Start time(s),End time(s),Violence label(video),No. Frames
177,177_3,762,922,12.71,15.38,0,161
177,177_4,923,1213,15.4,20.24,1,291
177,177_5,1228,1399,20.49,23.34,0,172
177,177_6,1400,1521,23.36,25.38,1,122
177,177_7,1522,3173,25.39,52.94,0,1652
177,177_8,3188,3413,53.19,56.94,1,226
177,177_9,3414,3572,56.96,59.59,0,159
178,178_1,49,1582,1.63,52.73,0,1534
178,178_2,1583,1869,52.77,62.3,1,287
178,178_3,1879,2897,62.63,96.57,0,1019
178,178_4,2898,2939,96.6,97.97,1,42
178,178_5,2950,3624,98.33,120.8,0,675
179,179_1,0,1790,0,59.73,0,1791
180,180_1,0,7,0,0.23,0,8
180,180_2,8,412,0.27,13.75,1,405
180,180_3,413,1139,13.78,38,0,727
180,180_4,1140,1362,38.04,45.45,1,223
180,180_5,1363,1699,45.48,56.69,0,337
180,180_6,1700,1975,56.72,65.9,1,276
180,180_7,1976,2192,65.93,73.14,0,217
180,180_8,2193,2434,73.17,81.21,1,242
180,180_9,2435,3055,81.25,101.94,0,621
180,180_10,3056,3226,101.97,107.64,1,171
180,180_11,3227,4151,107.67,138.51,0,925
181,181_1,0,592,0,19.75,0,593
181,181_2,593,866,19.79,28.9,1,274
181,181_3,867,1683,28.93,56.16,0,817
181,181_4,1684,1723,56.19,57.49,1,40
181,181_5,1724,3777,57.52,126.03,0,2054
182,182_1,0,474,0,15.82,0,475
182,182_2,475,1804,15.85,60.19,1,1330
183,183_1,0,3029,0,101.07,0,3030
184,184_1,0,59,0,1.97,0,60
184,184_2,60,84,2,2.8,1,25
184,184_3,85,1350,2.84,45.05,0,1266
184,184_4,1351,1427,45.08,47.61,1,77
184,184_5,1440,2567,48.05,85.65,0,1128
184,184_6,2568,2676,85.69,89.29,1,109
184,184_7,2677,3173,89.32,105.87,0,497
184,184_8,3174,3225,105.91,107.61,1,52
184,184_9,3226,3554,107.64,118.59,0,329
185,185_1,0,2247,0,74.9,0,2248
186,186_1,0,32,0,1.07,0,33
186,186_2,33,78,1.1,2.6,1,46
186,186_3,79,1673,2.64,55.82,0,1595
186,186_4,1674,1762,55.86,58.79,1,89
186,186_5,1763,2615,58.83,87.25,0,853
186,186_6,2616,2688,87.29,89.69,1,73
186,186_7,2689,3681,89.72,122.82,0,993
187,187_1,0,1025,0,34.2,0,1026
187,187_2,1026,1164,34.23,38.84,1,139
187,187_3,1165,1220,38.87,40.71,0,56
187,187_4,1234,1347,41.17,44.94,1,114
187,187_5,1348,1358,44.98,45.31,0,11
187,187_6,1749,1851,58.36,61.76,1,103
187,187_7,1925,2642,64.23,88.15,0,718
188,188_1,0,2498,0,83.35,0,2499
189,189_1,0,2052,0,82.08,0,2053
190,190_1,0,250,0,8.34,0,251
190,190_2,260,639,8.68,21.32,1,380
190,190_3,649,1387,21.65,46.28,0,739
190,190_4,1388,1687,46.31,56.29,1,300
190,190_5,1688,2474,56.32,82.55,0,787
190,190_6,2475,2608,82.58,87.02,1,134
190,190_7,2609,2732,87.05,91.16,0,124
190,190_8,2733,2868,91.19,95.7,1,136
190,190_9,2869,3604,95.73,120.25,0,736
191,191_1,0,78,0,3.12,0,79
191,191_2,79,520,3.16,20.8,1,442
191,191_3,521,521,20.84,20.84,0,1
191,191_4,522,880,20.88,35.2,1,359
191,191_5,881,992,35.24,39.68,0,112
191,191_6,993,1066,39.72,42.64,1,74
191,191_7,1067,1302,42.68,52.08,0,236
191,191_8,1303,2229,52.12,89.16,1,927
191,191_9,2230,2358,89.2,94.32,0,129
192,192_1,0,2104,0,84.16,0,2105
193,193_1,54,216,1.8,7.21,1,163
193,193_2,217,2175,7.24,72.57,0,1959
193,193_3,2176,2472,72.61,82.48,1,297
193,193_4,2473,2517,82.52,83.98,0,45
193,193_5,2518,2813,84.02,93.86,1,296
193,193_6,3354,4408,111.91,147.08,0,1055
193,193_7,4409,4442,147.11,148.21,1,34
193,193_8,4443,5325,148.25,177.68,0,883
194,194_1,0,286,0,9.54,1,287
194,194_2,287,451,9.58,15.05,0,165
194,194_3,452,1439,15.08,48.01,1,988
194,194_4,1440,1478,48.05,49.32,0,39
194,194_5,1479,1546,49.35,51.58,1,68
194,194_6,1547,1985,51.62,66.23,0,439
194,194_7,1986,2100,66.27,70.07,1,115
194,194_8,2101,2322,70.1,77.48,0,222
194,194_9,2323,2473,77.51,82.52,1,151
194,194_10,2474,2830,82.55,94.43,0,357
194,194_11,2831,2946,94.46,98.3,1,116
194,194_12,2947,2994,98.33,99.9,0,48
194,194_13,2995,3111,99.93,103.8,1,117
194,194_14,3112,3389,103.84,113.08,0,278
194,194_15,3390,3486,113.11,116.32,1,97
195,195_1,0,139,0,4.64,0,140
195,195_2,140,158,4.67,5.27,1,19
195,195_3,159,418,5.31,13.95,0,260
195,195_4,419,481,13.98,16.05,1,63
195,195_5,482,1824,16.08,60.86,0,1343
196,196_1,679,1146,22.66,38.24,0,468
196,196_2,1147,1333,38.27,44.48,1,187
196,196_3,1334,1979,44.51,66.03,0,646
197,197_1,0,1801,0,120.07,0,1802
198,198_1,0,1981,0,66.1,0,1982
199,199_1,12,3642,0.4,121.52,0,3631
200,200_1,481,2561,16.05,85.45,0,2081
201,201_1,56,3202,1.87,106.84,0,3147
202,202_1,0,4325,0,144.31,0,4326
203,203_1,0,4865,0,162.33,0,4866
204,204_1,40,4626,1.33,154.35,0,4587
205,205_1,5,271,0.17,9.04,0,267
205,205_2,272,561,9.08,18.72,1,290
205,205_3,658,1669,21.96,55.69,0,1012
205,205_4,1670,1786,55.72,59.59,1,117
205,205_5,1787,1876,59.63,62.6,0,90
205,205_6,1877,2010,62.63,67.07,1,134
205,205_7,2011,2079,67.1,69.37,0,69
205,205_8,2080,2238,69.4,74.67,1,159
205,205_9,2239,2287,74.71,76.31,0,49
205,205_10,2288,2440,76.34,81.41,1,153
205,205_11,2441,2498,81.45,83.35,0,58
205,205_12,2499,2650,83.38,88.42,1,152
205,205_13,2651,2706,88.45,90.29,0,56
205,205_14,2707,2847,90.32,94.99,1,141
205,205_15,2848,2922,95.03,97.5,0,75
205,205_16,2923,3074,97.53,102.57,1,152
205,205_17,3075,3124,102.6,104.24,0,50
205,205_18,3125,3272,104.27,109.18,1,148
205,205_19,3273,3346,109.21,111.64,0,74
205,205_20,3347,3484,111.68,116.25,1,138
205,205_21,3485,3925,116.28,130.96,0,441
206,206_1,101,4680,3.37,156.16,0,4580
207,207_1,0,1754,0,58.53,0,1755
207,207_2,1755,2135,58.56,71.24,1,381
207,207_3,2136,2383,71.27,79.51,0,248
207,207_4,2384,2766,79.55,92.29,1,383
207,207_5,2767,3470,92.33,115.78,0,704
208,208_1,0,1012,0,33.73,0,1013
208,208_2,1018,1455,33.93,48.5,1,438
208,208_3,1456,3138,48.53,104.6,0,1683
209,209_1,0,3744,0,124.8,0,3745
210,210_1,0,3608,0,120.39,0,3609
211,211_1,0,5292,0,176.58,0,5293
212,212_1,57,4885,1.9,163,0,4829
213,213_1,0,1268,0,42.31,1,1269
213,213_2,1269,1344,42.34,44.84,0,76
213,213_3,1345,1512,44.88,50.45,1,168
213,213_4,1513,1621,50.48,54.09,0,109
213,213_5,1622,1811,54.12,60.43,1,190
214,214_1,0,1170,0,39,1,1171
214,214_2,1171,1454,39.03,48.47,0,284
214,214_3,1455,3719,48.5,123.97,1,2265
215,215_1,0,635,0,21.19,1,636
215,215_2,636,1343,21.22,44.81,0,708
215,215_3,1344,2301,44.84,76.78,1,958
215,215_4,2306,2534,76.94,84.55,0,229
215,215_5,2539,2893,84.72,96.53,1,355
215,215_6,2896,3337,96.63,111.34,0,442
215,215_7,3346,3497,111.65,116.68,1,152
216,216_1,0,827,0,27.57,0,828
216,216_2,828,2523,27.6,84.1,1,1696
216,216_3,2524,2740,84.13,91.33,0,217
217,217_1,0,2703,0,90.1,0,2704
217,217_2,2704,3138,90.13,104.6,1,435
218,218_1,0,645,0,21.5,0,646
218,218_2,646,787,21.53,26.23,1,142
218,218_3,788,928,26.27,30.93,0,141
218,218_4,929,1060,30.97,35.33,1,132
218,218_5,1061,1787,35.37,59.57,0,727
219,219_1,0,1153,0,38.74,0,1154
219,219_2,1154,1373,38.77,46.13,1,220
219,219_3,1374,4166,46.16,139.97,0,2793
220,220_1,0,1789,0,59.69,0,1790
221,221_1,0,720,0,12.01,1,721
221,221_2,721,1979,12.03,33.02,0,1259
221,221_3,1980,2434,33.03,40.61,1,455
221,221_4,2435,3801,40.62,63.41,0,1367
221,221_5,3802,4405,63.43,73.49,1,604
221,221_6,4406,4464,73.51,74.47,0,59
221,221_7,4465,4559,74.49,76.06,1,95
221,221_8,4560,5334,76.08,88.99,0,775
221,221_9,5335,5562,89.01,92.79,1,228
221,221_10,5563,7183,92.81,119.84,0,1621
222,222_1,0,37,0,1.23,0,38
222,222_2,38,171,1.27,5.71,1,134
222,222_3,177,292,5.91,9.74,0,116
222,222_4,298,468,9.94,15.62,1,171
222,222_5,469,681,15.65,22.72,0,213
222,222_6,682,894,22.76,29.83,1,213
222,222_7,900,2038,30.03,68,0,1139
222,222_8,2043,2586,68.17,86.29,1,544
222,222_9,2587,3038,86.32,101.37,0,452
222,222_10,3043,3083,101.53,102.87,1,41
223,223_1,0,10,0,0.4,0,11
223,223_2,11,20,0.44,0.8,1,10
223,223_3,21,30,0.84,1.2,0,10
223,223_4,31,45,1.24,1.8,1,15
223,223_5,46,76,1.84,3.04,0,31
223,223_6,77,98,3.08,3.92,1,22
223,223_7,99,112,3.96,4.48,0,14
223,223_8,113,989,4.52,39.56,1,877
223,223_9,990,1498,39.6,59.92,0,509
224,224_1,0,784,0,26.16,0,785
224,224_2,785,1313,26.19,43.81,1,529
224,224_3,1632,4847,54.45,161.73,0,3216
225,225_1,120,850,4,28.36,0,731
225,225_2,851,2166,28.39,72.27,1,1316
226,226_1,45,107,1.5,3.57,0,63
226,226_2,108,193,3.6,6.44,1,86
226,226_3,194,380,6.47,12.68,0,187
226,226_4,381,400,12.71,13.35,1,20
226,226_5,428,1160,14.28,38.71,0,733
226,226_6,1161,2043,38.74,68.17,1,883
226,226_7,2048,2270,68.33,75.74,0,223
226,226_8,2271,2400,75.78,80.08,1,130
226,226_9,2406,2497,80.28,83.32,0,92
226,226_10,2498,2585,83.35,86.25,1,88
226,226_11,2586,2817,86.29,93.99,0,232
227,227_1,0,13,0,0.43,0,14
227,227_2,14,70,0.47,2.34,1,57
227,227_3,71,425,2.37,14.18,0,355
227,227_4,426,479,14.21,15.98,1,54
227,227_5,480,681,16.02,22.72,0,202
227,227_6,682,742,22.76,24.76,1,61
227,227_7,743,1015,24.79,33.87,0,273
227,227_8,1016,1058,33.9,35.3,1,43
227,227_9,1059,2319,35.34,77.38,0,1261
227,227_10,2320,2366,77.41,78.94,1,47
227,227_11,2367,3642,78.98,121.52,0,1276
227,227_12,3643,3695,121.55,123.29,1,53
227,227_13,3696,4079,123.32,136.1,0,384
228,228_1,0,676,0,11.27,0,677
228,228_2,677,2631,11.28,43.85,1,1955
228,228_3,2632,4920,43.87,82,0,2289
228,228_4,4921,8962,82.02,149.37,1,4042
228,228_5,8963,9957,149.38,165.95,0,995
229,229_1,0,249,0,8.31,1,250
229,229_2,250,2030,8.34,67.73,0,1781
229,229_3,2031,2136,67.77,71.27,1,106
229,229_4,2137,2383,71.3,79.51,0,247
229,229_5,2384,2703,79.55,90.19,1,320
229,229_6,2704,4585,90.22,152.99,0,1882
230,230_1,0,160,0,5.34,1,161
230,230_2,161,637,5.37,21.25,0,477
230,230_3,638,1325,21.29,44.21,1,688
230,230_4,1326,2669,44.24,89.06,0,1344
231,231_1,0,1350,0,45.05,0,1351
231,231_2,1360,2542,45.38,84.82,1,1183
231,231_3,2543,3206,84.85,106.97,0,664
232,232_1,0,478,0,15.95,0,479
232,232_2,487,1895,16.25,63.23,1,1409
233,233_1,122,2144,4.07,71.54,0,2023
234,234_1,69,3295,2.3,109.83,0,3227
235,235_1,0,516,0,20.64,1,517
235,235_2,517,547,20.68,21.88,0,31
235,235_3,548,601,21.92,24.04,1,54
235,235_4,602,628,24.08,25.12,0,27
235,235_5,634,815,25.36,32.6,1,182
235,235_6,816,859,32.64,34.36,0,44
235,235_7,860,1013,34.4,40.52,1,154
235,235_8,1014,1075,40.56,43,0,62
235,235_9,1076,1125,43.04,45,1,50
235,235_10,1126,1405,45.04,56.2,0,280
235,235_11,1406,1540,56.24,61.6,1,135
235,235_12,1541,1968,61.64,78.72,0,428
235,235_13,1969,2118,78.76,84.72,1,150
236,236_1,0,3582,0,59.76,0,3583
237,237_1,80,319,2.67,10.64,1,240
237,237_2,327,1192,10.91,39.77,0,866
237,237_3,1199,1339,40.01,44.68,1,141
237,237_4,1347,1476,44.94,49.25,0,130
237,237_5,1477,1558,49.28,51.99,1,82
237,237_6,1568,1629,52.32,54.35,0,62
237,237_7,1641,2051,54.75,68.44,1,411
237,237_8,2052,2922,68.47,97.5,0,871
237,237_9,2923,3030,97.53,101.1,1,108
237,237_10,3039,3178,101.4,106.04,0,140
237,237_11,3179,3293,106.07,109.88,1,115
237,237_12,3294,3954,109.91,131.93,0,661
237,237_13,3964,4086,132.27,136.34,1,123
237,237_14,4097,4705,136.7,156.99,0,609
238,238_1,0,353,0,11.78,1,354
238,238_2,354,1627,11.81,54.29,0,1274
238,238_3,1628,1967,54.32,65.63,1,340
238,238_4,1968,3623,65.67,120.89,0,1656
239,239_1,0,3812,0,127.19,0,3813
240,240_1,0,200,0,8,0,201
240,240_2,201,298,8.04,11.92,1,98
240,240_3,299,1429,11.96,57.16,0,1131
240,240_4,1430,1589,57.2,63.56,1,160
240,240_5,1590,1934,63.6,77.36,0,345
241,241_1,87,2219,2.9,74.04,0,2133
242,242_1,5,445,0.17,14.85,1,441
242,242_2,446,1186,14.88,39.57,0,741
242,242_3,1187,1504,39.61,50.18,1,318
242,242_4,1505,1796,50.22,59.93,0,292
242,242_5,1797,1859,59.96,62.03,1,63
242,242_6,1860,1996,62.06,66.6,0,137
242,242_7,1997,2079,66.63,69.37,1,83
242,242_8,2080,2705,69.4,90.26,0,626
242,242_9,2706,2953,90.29,98.53,1,248
242,242_10,2954,3982,98.57,132.87,0,1029
242,242_11,3983,4236,132.9,141.34,1,254
242,242_12,4237,4793,141.37,159.93,0,557
243,243_1,0,299,0,9.98,0,300
243,243_2,300,469,10.01,15.65,1,170
243,243_3,470,505,15.68,16.85,0,36
243,243_4,506,581,16.88,19.39,1,76
243,243_5,582,1204,19.42,40.17,0,623
243,243_6,1210,1524,40.37,50.85,1,315
243,243_7,1525,2780,50.88,92.76,0,1256
244,244_1,0,705,0,23.52,0,706
244,244_2,706,826,23.56,27.56,1,121
244,244_3,827,1211,27.59,40.41,0,385
244,244_4,1212,1292,40.44,43.11,1,81
244,244_5,1293,2040,43.14,68.07,0,748
244,244_6,2041,2150,68.1,71.74,1,110
244,244_7,2151,3153,71.77,105.21,0,1003
244,244_8,3154,3230,105.24,107.77,1,77
244,244_9,3231,3873,107.81,129.23,0,643
245,245_1,0,93,0,3.1,0,94
245,245_2,99,193,3.3,6.44,1,95
245,245_3,305,678,10.18,22.62,0,374
245,245_4,679,832,22.66,27.76,1,154
245,245_5,833,1026,27.79,34.23,0,194
245,245_6,1027,1121,34.27,37.4,1,95
245,245_7,1122,1278,37.44,42.64,0,157
245,245_8,1279,1505,42.68,50.22,1,227
245,245_9,1506,3098,50.25,103.37,0,1593
246,246_1,0,645,0,21.52,0,646
246,246_2,646,717,21.55,23.92,1,72
246,246_3,718,1785,23.96,59.56,0,1068
246,246_4,1786,1897,59.59,63.3,1,112
246,246_5,1898,3431,63.33,114.48,0,1534
247,247_1,0,3913,0,130.56,0,3914
248,248_1,37,67,1.23,2.24,0,31
248,248_2,68,262,2.27,8.74,1,195
248,248_3,270,2221,9.01,74.11,0,1952
248,248_4,2222,2344,74.14,78.21,1,123
248,248_5,2345,2737,78.24,91.32,0,393
248,248_6,2738,2889,91.36,96.4,1,152
248,248_7,2890,3798,96.43,126.73,0,909
249,249_1,108,814,3.6,27.16,0,707
249,249_2,815,1049,27.19,35,1,235
249,249_3,1059,1136,35.33,37.9,0,78
249,249_4,1137,1379,37.94,46.01,1,243
249,249_5,1392,1965,46.45,65.56,0,574
249,249_6,1981,2139,66.1,71.37,1,159
249,249_7,2140,2726,71.4,90.96,0,587
250,250_1,0,1196,0,19.95,0,1197
250,250_2,1197,1701,19.97,28.38,1,505
250,250_3,1720,3071,28.7,51.23,0,1352
250,250_4,3087,4056,51.5,67.67,1,970
250,250_5,4071,5055,67.92,84.33,0,985
250,250_6,5071,5307,84.6,88.54,1,237
250,250_7,5323,6485,88.8,108.19,0,1163
250,250_8,6501,6721,108.46,112.13,1,221
250,250_9,6735,8141,112.36,135.82,0,1407
251,251_1,0,5382,0,179.58,0,5383
252,252_1,61,608,2.03,20.27,0,548
252,252_2,609,805,20.3,26.83,1,197
252,252_3,806,1594,26.87,53.13,0,789
253,253_1,0,1180,0,39.33,0,1181
253,253_2,1181,1246,39.37,41.53,1,66
253,253_3,1247,1297,41.57,43.23,0,51
253,253_4,1298,1402,43.27,46.73,1,105
253,253_5,1403,1513,46.77,50.43,0,111
253,253_6,1514,1789,50.47,59.63,1,276
254,254_1,0,3579,0,59.65,0,3580
255,255_1,0,528,0,21.12,0,529
255,255_2,529,557,21.16,22.28,1,29
255,255_3,558,627,22.32,25.08,0,70
255,255_4,628,671,25.12,26.84,1,44
255,255_5,672,790,26.88,31.6,0,119
255,255_6,791,840,31.64,33.6,1,50
255,255_7,841,1112,33.64,44.48,0,272
255,255_8,1113,1155,44.52,46.2,1,43
255,255_9,1156,1210,46.24,48.4,0,55
255,255_10,1211,1270,48.44,50.8,1,60
255,255_11,1271,1550,50.84,62,0,280
255,255_12,1551,1575,62.04,63,1,25
255,255_13,1576,1693,63.04,67.72,0,118
255,255_14,1694,1717,67.76,68.68,1,24
255,255_15,1718,1730,68.72,69.2,0,13
256,256_1,151,2294,5.04,76.54,0,2144
257,257_1,45,629,1.5,20.99,1,585
257,257_2,642,1532,21.42,51.12,0,891
257,257_3,1533,1619,51.15,54.02,1,87
257,257_4,1629,1673,54.35,55.82,0,45
257,257_5,1683,2257,56.16,75.31,1,575
257,257_6,2258,2684,75.34,89.56,0,427
258,258_1,0,489,0,10.24,0,490
258,258_2,490,595,10.26,12.46,1,106
258,258_3,596,1084,12.48,22.69,0,489
258,258_4,1085,1240,22.71,25.96,1,156
258,258_5,1241,1277,25.98,26.73,0,37
258,258_6,1278,1295,26.75,27.11,1,18
258,258_7,1296,3105,27.13,65,0,1810
258,258_8,3319,4814,69.48,100.78,1,1496
259,259_1,0,3599,0,120.09,0,3600
260,260_1,30,2343,0.6,46.86,0,2314
260,260_2,2344,2706,46.88,54.12,1,363
260,260_3,2707,3163,54.14,63.26,0,457
261,261_1,0,857,0,28.6,0,858
261,261_2,858,2001,28.63,66.77,1,1144
261,261_3,2277,2425,75.98,80.91,0,149
262,262_1,0,2752,0,114.67,0,2753
263,263_1,96,129,4,5.38,0,34
263,263_2,130,1480,5.42,61.73,1,1351
264,264_1,0,5147,0,85.87,1,5148
264,264_2,5148,5291,85.89,88.27,0,144
265,265_1,0,775,0,25.86,0,776
265,265_2,776,4729,25.89,157.79,1,3954
265,265_3,4730,4844,157.82,161.63,0,115
266,266_1,0,884,0,29.5,0,885
266,266_2,885,1779,29.53,59.36,1,895
266,266_3,1780,2047,59.39,68.3,0,268
266,266_4,2048,2262,68.33,75.48,1,215
266,266_5,2263,4139,75.51,138.1,0,1877
267,267_1,21,197,0.84,7.88,1,177
267,267_2,198,2868,7.92,114.72,0,2671
268,268_1,174,1835,5.8,61.17,1,1662
269,269_1,12,205,0.4,6.84,0,194
269,269_2,206,386,6.87,12.88,1,181
269,269_3,395,1781,13.18,59.43,0,1387
269,269_4,1782,1887,59.46,62.96,1,106
269,269_5,1888,2116,63,70.6,0,229
269,269_6,2117,2237,70.64,74.64,1,121
269,269_7,2238,2961,74.67,98.8,0,724
271,271_1,0,57,0,1.9,0,58
271,271_2,58,107,1.94,3.57,1,50
271,271_3,108,416,3.6,13.88,0,309
271,271_4,417,487,13.91,16.25,1,71
271,271_5,488,957,16.28,31.93,0,470
271,271_6,958,1029,31.97,34.33,1,72
271,271_7,1030,1278,34.37,42.64,0,249
271,271_8,1279,1429,42.68,47.68,1,151
271,271_9,1430,3675,47.71,122.62,0,2246
272,272_1,67,89,2.68,3.56,0,23
272,272_2,90,106,3.6,4.24,1,17
272,272_3,118,2944,4.72,117.76,0,2827
273,273_1,0,5151,0,171.87,0,5152
274,274_1,11,3958,0.37,132.07,0,3948
275,275_1,0,62,0,2.07,0,63
275,275_2,72,170,2.4,5.67,1,99
275,275_3,179,4739,5.97,158.12,0,4561
276,276_1,0,3899,0,130.1,0,3900
277,277_1,67,4280,2.24,142.81,0,4214
278,278_1,21,55,0.88,2.29,0,35
278,278_2,56,107,2.33,4.46,1,52
278,278_3,108,180,4.5,7.5,0,73
278,278_4,181,254,7.54,10.58,1,74
278,278_5,260,762,10.83,31.75,0,503
278,278_6,763,1231,31.79,51.29,1,469
278,278_7,1232,1772,51.33,73.83,0,541
278,278_8,1773,2133,73.88,88.88,1,361
278,278_9,2134,2229,88.92,92.88,0,96
278,278_10,2230,2515,92.92,104.79,1,286
278,278_11,2516,2588,104.83,107.83,0,73
278,278_12,2589,2666,107.88,111.08,1,78
278,278_13,2667,3474,111.12,144.75,0,808
279,279_1,0,320,0,10.68,0,321
279,279_2,321,851,10.71,28.4,1,531
279,279_3,852,1770,28.43,59.06,0,919
279,279_4,1771,2326,59.09,77.61,1,556
280,280_1,20,3567,0.67,118.9,0,3548
282,282_1,64,483,2.14,16.12,0,420
282,282_2,513,777,17.12,25.93,1,265
282,282_3,778,883,25.96,29.46,0,106
282,282_4,884,953,29.5,31.8,1,70
282,282_5,954,1053,31.83,35.14,0,100
282,282_6,1054,1255,35.17,41.88,1,202
282,282_7,1256,1327,41.91,44.28,0,72
282,282_8,1328,1486,44.31,49.58,1,159
282,282_9,1487,1553,49.62,51.82,0,67
282,282_10,1554,1764,51.85,58.86,1,211
282,282_11,1765,2531,58.89,84.45,0,767
283,283_1,0,44,0,1.47,0,45
283,283_2,45,202,1.5,6.74,1,158
283,283_3,203,306,6.77,10.21,0,104
283,283_4,307,375,10.24,12.51,1,69
283,283_5,376,2209,12.55,73.71,0,1834
283,283_6,2210,2320,73.74,77.41,1,111
283,283_7,2392,2661,79.81,88.79,0,270
283,283_8,2662,2708,88.82,90.36,1,47
283,283_9,2709,2745,90.39,91.59,0,37
283,283_10,2746,2900,91.62,96.76,1,155
283,283_11,2919,2977,97.4,99.33,0,59
283,283_12,2978,3043,99.37,101.53,1,66
283,283_13,3054,3176,101.9,105.97,0,123
283,283_14,3177,3289,106.01,109.74,1,113
283,283_15,3290,4300,109.78,143.48,0,1011
